,BHK,Baths,Total_Area_SqFt,BuiltUp_Area_Sqm,Price_per_SqFt,Type_of_Land,Location,Price
1278,3,3,750,70,8800,Bedroom House,Laggere,6600000
1279,2,2,1075,100,4651,Apartment,Belatur,5000000
1280,2,2,1145,106,4803,Apartment,Tejaswini Nagar,5500000
1281,3,3,1450,135,8620,Apartment,Srinivasa Nagar,12500000
1282,3,3,2200,204,2500,Bedroom House,Electronics City Phase 1,5500000
1283,3,3,1555,144,6881,Apartment,6th Phase JP Nagar,10700000
1284,5,5,1350,125,10740,Bedroom House,near diamond college,14500000
1285,0,0,1200,111,7000,Residential land / Plot,Panathur,8400000
1286,2,2,1000,93,5800,Apartment,Raghuvanahalli,5800000
1287,0,0,1600,149,7000,Residential land / Plot,Aditi layout Thanisandra,11200000
1288,3,3,1550,144,5161,Apartment,Doddabommasandra,8000000
1289,3,3,1421,132,6685,Apartment,Jigani,9500000
1290,2,2,1107,103,5149,Apartment,KR Puram,5700000
1291,3,3,1390,129,3776,Apartment,Gulimangala,5250000
1292,2,2,1080,100,5370,Apartment,Uttarahalli,5800000
1293,6,6,1260,117,6746,Bedroom House,Sunkadakatte,8500000
1294,4,4,600,56,20000,Bedroom House,Herohalli,12000000
1295,2,2,1100,102,4177,Apartment,Ayappa Nagar,4595000
1296,1,1,600,56,5000,Bedroom House,Sunkadakatte,3000000
1297,0,0,2122,197,8000,Residential land / Plot,Chikkabidarakallu,17000000
1298,2,2,1140,106,7456,Apartment,RT Nagar,8500000
1299,3,3,1465,136,4778,Apartment,7th Phase JP Nagar,7000000
1300,2,2,934,87,5353,Apartment,Murugeshpalya,5000000
1301,4,4,2026,188,17275,Apartment,Whitefield,35000000
1302,8,8,1200,111,20833,Bedroom House,Kaggadasapura,25000000
1303,2,2,720,67,13333,Bedroom House,Pattegarhpalya,9600000
1304,2,2,1271,118,6294,Apartment,Hoodi,8000000
1305,0,0,3070,285,1921,Residential land / Plot,Devanahalli,5900000
1306,2,2,907,84,8379,Apartment,Kanakapura Road,7600000
1307,2,2,1030,96,6213,Apartment,Rajarajeshwari Nagar,6400000
1308,0,0,43560,4047,138,Residential land / Plot,Electronic City,6000000
1309,4,4,1200,111,13333,Bedroom House,Kasavanhalli,16000000
1310,0,0,1200,111,3000,Residential land / Plot,Chikkajala,3600000
1311,6,6,1500,139,16666,Bedroom House,6th Phase JP Nagar,25000000
1312,2,2,1831,170,10376,Apartment,Whitefield,19000000
1313,3,3,1550,144,10223,Apartment,Kadugodi,11900000
1314,2,2,1200,111,5000,Apartment,Vidyaranyapura,6000000
1315,0,0,1050,98,6666,Residential land / Plot,Hanumagiri layout,7000000
1316,2,2,1200,111,658,Bedroom House,Tirumanahalli,79000000
1317,0,0,1200,111,8500,Residential land / Plot,Thalagattapura,10200000
1318,1,1,780,72,3461,Apartment,9th Phase JP Nagar,2700000
1319,0,0,1200,111,7500,Residential land / Plot,Kengeri Satellite Town,9000000
1320,0,0,1800,167,2500,Residential land / Plot,Electronics City,4500000
1321,0,0,3600,334,3888,Residential land / Plot,Hemmigepura,14000000
1322,3,3,1783,166,9534,Apartment,Omkar Nagar,17000000
1323,2,2,950,88,6200,Apartment,Nandini Layout,6509999
1324,3,3,1385,129,4693,Apartment,Basavanapura,6500000
1327,0,0,1200,111,5416,Residential land / Plot,Andrahalli,6500000
1328,1,1,1100,102,3636,Apartment,Central Excise Layout,4000000
1329,2,0,3000,279,10800,Residential land / Plot,2nd Stage Nagarbhavi,32400000
1330,3,3,1145,106,5677,Apartment,Devanahalli,6500000
1331,3,3,2345,218,9800,Apartment,Rajajinagar,23000000
1332,3,3,1885,175,9549,Apartment,Bellandur,20000000
1333,2,2,1314,122,6468,Apartment,Kanakapura Road,8500000
1334,2,2,800,74,7875,Apartment,Siddapura,6300000
1335,0,0,1200,111,2500,Residential land / Plot,Chandapura,3000000
1336,3,3,1920,178,6563,Apartment,Uttarahalli,12600000
1337,1,1,418,39,5503,Apartment,Kengeri,2300000
1338,0,0,1500,139,2333,Residential land / Plot,Bidadi,3500000
1339,7,7,1400,130,30000,Bedroom House,New Thippasandra,34500000
1340,2,2,1290,120,5038,Apartment,CV Raman Nagar,6500000
1341,9,9,2840,264,18309,Bedroom House,Vijaya Bank Layout,52000000
1342,0,0,98010,9105,204,Residential land / Plot,Kodihalli,20000000
1343,3,3,1180,110,4237,Apartment,Kadugodi,5000000
1344,3,3,1417,132,6162,Apartment,RR Nagar,7500000
1345,2,2,1280,119,4688,Bedroom House,Kempegowda,6000000
1346,5,5,2250,209,6667,Bedroom House,Anekal,15000000
1347,4,4,1200,111,6500,Bedroom House,Bannerghatta,7800000
1348,3,3,2400,223,13250,Bedroom House,Bannerghatta Road,26500000
1349,2,2,1222,114,10229,Apartment,Basavangudi,12500000
1350,0,0,2400,223,1600,Residential land / Plot,Tavarekere,3840000
1351,2,2,1440,134,8681,Apartment,Bannerghatta Road,12500000
1352,0,0,1200,111,12000,Residential land / Plot,Kumaraswamy Layout,14400000
1353,0,0,1350,125,24074,Residential land / Plot,Cambridge Layout,32500000
1354,0,0,795,74,25786,Residential land / Plot,Chamrajpet,20500000
1355,6,6,960,89,29166,Bedroom House,Malleshwaram,28000000
1356,3,3,1900,177,10263,Apartment,Frazer Town,19500000
1357,1,1,663,62,14027,Bedroom House,Frazer Town,9300000
1358,9,9,8000,743,7500,Bedroom House,Ashok Nagar,60000000
1359,0,0,4500,418,4444,Residential land / Plot,Madanayakahalli,20000000
1360,0,0,4644,431,38000,Residential land / Plot,Sadashiva Nagar,1764999
1361,7,7,2400,223,16667,Bedroom House,RT Nagar,50000000
1362,2,2,985,92,4873,Apartment,Jalahalli West,4800000
1363,2,2,1070,99,3692,Apartment,Nagadevana Halli,3950000
1364,0,0,1200,111,1333,Residential land / Plot,Shivakote,1600000
1365,4,4,1040,97,7692,Bedroom House,Kadabagere,8000000
1366,1,1,3040,282,2467,Bedroom House,State Bank Of India Colony,7500000
1367,3,3,1445,134,5259,Apartment,Sarjapur Road,7600000
1368,2,2,894,83,5872,Apartment,Gottigere,5250000
1369,2,2,700,65,3571,Apartment,Kengeri,2500000
1370,3,3,2200,204,7545,Apartment,Nagarabhavi,16600000
1371,2,2,1325,123,13208,Apartment,Malleshwaram,17500000
1372,3,3,1570,146,7643,Bedroom House,Frazer Town,12000000
1373,0,0,10800,1003,4750,Residential land / Plot,Settihalli Kere,51300000
1374,2,2,1390,129,5755,Apartment,Sultan Palaya,8000000
1375,0,0,1500,139,1000,Residential land / Plot,Anekal,1500000
1376,1,1,1800,167,7222,Bedroom House,Sunkadakatte,13000000
1377,1,1,2200,204,5454,Bedroom House,Horamavu,12000000
1378,1,1,510,47,11764,Bedroom House,Hebbal,6000000
1379,1,1,1000,93,6000,Bedroom House,Devara Jeevanahalli,6000000
1380,1,1,1150,107,4347,Bedroom House,Electronic City Phase II,5000000
1381,1,1,4000,372,4125,Bedroom House,Krishnarajapura,16500000
1382,1,1,600,56,19666,Bedroom House,Gnana Bharathi,11800000
1383,2,2,700,65,4286,Apartment,AMS Layout,3000000
1385,3,3,2500,232,3200,Bedroom House,Margondanahalli,8000000
1386,6,6,2640,245,4735,Bedroom House,Murugeshpalya,12500000
1387,5,5,700,65,15625,Bedroom House,HAL,12500000
1388,5,5,3600,334,4167,Bedroom House,Kadugodi,15000000
1389,0,0,1500,139,2667,Residential land / Plot,Nelamangala,4000000
1390,3,3,1500,139,5333,Apartment,Electronics City Phase 1,8000000
1391,0,0,1500,139,13333,Residential land / Plot,Yelahanka,20000000
1392,2,2,1461,136,5133,Apartment,Nimbekaipura,7500000
1393,0,0,26,2,242307,Residential land / Plot,Kodipalya,6300000
1394,0,0,1350,125,1500,Residential land / Plot,Dasanapura,2000000
1395,0,0,261360,24281,287,Residential land / Plot,Yelahanka,75000000
1396,4,4,1200,111,12500,Bedroom House,Kadugodi,15000000
1397,3,3,1650,153,6666,Apartment,Hennur Road,11000000
1398,1,1,1200,111,1000,Bedroom House,Anekal,1200000
1399,2,2,1200,111,100,Bedroom House,Anekal,12000000
1400,2,2,924,86,5411,Apartment,Murugeshpalya,5000000
1401,2,2,970,90,4329,Apartment,Begur,4200000
1402,2,2,672,62,3705,Apartment,Nyanappana Halli,2490000
1403,0,0,1200,111,5291,Residential land / Plot,Kengeri,6350000
1404,2,2,1197,111,7435,Apartment,Hosa Road,8900000
1405,2,2,1210,112,9000,Apartment,Panathur,10900000
1406,0,0,3000,279,28333,Residential land / Plot,VV Puram,85000000
1407,1,1,630,59,9523,Bedroom House,Nyanappana Halli,6000000
1408,0,0,1200,111,5308,Residential land / Plot,Mysore Road,6370000
1409,2,2,954,89,3668,Apartment,Canara Bank Colony,3500000
1410,0,0,1200,111,27083,Residential land / Plot,Cambridge Layout,32500000
1411,3,3,1067,99,5141,Apartment,Bagalur,5490000
1412,3,3,600,56,22500,Bedroom House,Anjanapura,13500000
1413,1,1,678,63,4719,Apartment,Attibele,3200000
1414,2,2,1150,107,4347,Apartment,Yelahanka,5000000
1415,2,2,700,65,16428,Apartment,Sarjapur,11500000
1416,3,3,1683,156,6535,Apartment,Whitefield,11000000
1417,3,3,1220,113,7377,Apartment,Talacauvery Layout,9000000
1418,2,2,1191,111,5037,Apartment,Akshaya Vana,6000000
1419,4,4,900,84,7777,Bedroom House,Peenya,7000000
1420,9,9,1200,111,9583,Bedroom House,Sunkadakatte,11500000
1421,0,0,1250,116,3200,Residential land / Plot,Nellagadaranahalli,4000000
1422,2,2,1030,96,4368,Apartment,Bommanahalli,4500000
1423,2,2,1147,107,7672,Apartment,Whitefield,8800000
1424,5,5,5640,524,9751,Bedroom House,Gunjur,55000000
1425,2,2,1150,107,6521,Apartment,Banaswadi,7500000
1426,0,0,759,71,4479,Residential land / Plot,Avalahalli,3400000
1427,2,2,1270,118,5905,Apartment,Brooke Bond First Cross,7500000
1428,0,0,1500,139,5000,Residential land / Plot,Kempegowda Layout,7500000
1429,0,0,1200,111,8333,Residential property,Marenahalli,10000000
1430,0,0,1200,111,3166,Residential land / Plot,Nelamangala,3800000
1431,0,0,1200,111,5250,Residential land / Plot,Kengeri Satellite Town,6300000
1432,2,2,1300,121,14230,Apartment,Jayanagar,18500000
1433,4,4,1200,111,8333,Bedroom House,Magadi Road,10000000
1434,3,3,465,43,16129,Bedroom House,Banashankari,7500000
1435,1,1,400,37,6000,Apartment,Nandini Layout,2400000
1436,5,5,4869,452,8831,Bedroom House,Sarjapur Road,43000000
1437,3,3,1450,135,3586,Apartment,Ganigarahalli,5200000
1439,1,1,600,56,7500,Bedroom House,Vaderahalli,4500000
1440,7,7,600,56,30000,Bedroom House,Hosakerehalli,18000000
1441,2,2,1300,121,9615,Apartment,Hebbal,12500000
1442,3,3,1925,179,5974,Apartment,Kenchenahalli,11500000
1443,2,2,861,80,6387,Apartment,Kasavanhalli,5500000
1444,0,0,3375,314,5000,Residential land / Plot,Bidrahalli,16900000
1445,2,2,1370,127,14591,Apartment,Rajajinagar,20000000
1446,3,3,1615,150,14259,Apartment,Bommanahalli,15500000
1447,0,0,1453,135,3097,Residential land / Plot,Panditana Agrahara,4500000
1448,2,2,931,86,4726,Apartment,Electronic City,4400000
1449,0,0,1200,111,2500,Residential land / Plot,Jigani,3000000
1450,3,3,1145,106,6855,Apartment,Hennur Road,7500000
1451,0,0,2800,260,4500,Residential land / Plot,Kodathi,12600000
1452,2,2,1111,103,5130,Apartment,Varthur,5700000
1453,2,2,1212,113,6435,Apartment,7th Phase JP Nagar,7800000
1454,2,2,1170,109,5555,Apartment,Thubarahalli,6500000
1455,3,3,1799,167,5280,Bedroom House,Dodda Hagade,9500000
1456,0,0,1200,111,2800,Residential land / Plot,Soppahalli,3360000
1457,0,0,1440,134,3300,Residential land / Plot,Kasaba Hobli,4752000
1458,2,2,1340,124,6641,Apartment,Tala Cauvery Layout,8900000
1459,3,3,1500,139,8333,Bedroom House,Vijinapura,12500000
1460,3,3,1447,134,4850,Apartment,Kalena Agrahara,7000000
1461,3,3,1538,143,7802,Apartment,Yelahanka,12000000
1462,2,2,845,79,4142,Apartment,Yelahanka,3500000
1463,2,2,1130,105,3982,Apartment,Dasarahalli,4500000
1464,3,3,1050,98,7619,Apartment,JP Nagar,8000000
1465,0,0,1200,111,1500,Residential land / Plot,Mysore Road,1800000
1466,2,2,1010,94,4455,Apartment,Kodigehalli,4500000
1467,3,3,2150,200,8372,Apartment,Gopalkrishna Nagar,18000000
1468,5,5,1100,102,34545,Bedroom House,Kumaraswamy Layout,38000000
1469,2,2,1190,111,4537,Apartment,Ardendale,5400000
1470,0,0,1200,111,2999,Residential land / Plot,Sarjapura Attibele Road,3599000
1471,2,2,845,79,17751,Bedroom House,Wilson Garden,15000000
1472,2,2,900,84,5544,Apartment,Nagarbhavi,4990000
1473,2,2,1260,117,4841,Apartment,Kadugodi,6100000
1474,6,6,1350,125,9629,Bedroom House,Laggere,13000000
1475,4,4,1505,140,11296,Bedroom House,Sarjapur,17000000
1476,3,3,1285,119,3501,Apartment,Doddathoguru,4500000
1477,3,3,2400,223,21000,Bedroom House,Indiranagar,50000000
1478,0,0,2000,186,5500,Residential land / Plot,Begur,11000000
1479,3,3,1700,158,4705,Apartment,Electronic City Phase 2,8000000
1480,2,2,1156,107,6920,Apartment,Horamavu,8000000
1481,4,4,1050,98,8095,Bedroom House,Bidarahalli,8500000
1482,3,3,1664,155,9014,Apartment,K R Puram,15000000
1483,0,0,1600,149,3438,Residential land / Plot,Magadi Main Road,5500000
1484,2,2,1075,100,6046,Apartment,Akshaya Nagar,6500000
1485,0,0,960,89,3645,Residential land / Plot,Electronic City,3500000
1486,0,0,1110,103,4324,Residential land / Plot,Chandapura,4800000
1487,0,0,1200,111,12000,Residential land / Plot,Deepanjali Nagar,14400000
1488,2,2,1015,94,4876,Apartment,Rukmaiah Layout,4950000
1489,0,0,4720,439,2200,Residential land / Plot,Bannerghatta Road,10000000
1490,3,3,1285,119,3268,Apartment,Electronic City,4200000
1491,3,3,2172,202,13352,Apartment,Kanakapura Road,29000000
1492,2,2,853,79,4923,Apartment,Bohra Layout,4200000
1493,1,1,1900,177,8947,Bedroom House,Basavanagudi,17000000
1494,1,1,600,56,10000,Bedroom House,Battarahalli,6000000
1495,1,1,2000,186,5500,Bedroom House,Mathikere,11000000
1496,1,1,7200,669,5277,Apartment,Sidedahalli,38000000
1497,1,1,3500,325,5571,Bedroom House,Hemmigepura,19500000
1498,5,5,1200,111,17500,Bedroom House,Mahalakshmi Layout,21000000
1499,0,0,2400,223,2500,Residential land / Plot,Chikkajala,6000000
1500,3,3,1300,121,5385,Apartment,Gollahalli-Electronic City,7000000
1501,3,3,1400,130,4786,Bedroom House,mahendra Reddy,6700000
1502,3,3,1568,146,7015,Apartment,Mysore Road,11000000
1503,2,2,825,77,4969,Apartment,Electronic City,4100000
1504,0,0,1200,111,1700,Residential land / Plot,Bannerghatta Road,2039999
1505,3,3,1000,93,6800,Apartment,Kengeri,6800000
1506,2,2,600,56,16666,Bedroom House,Mahaganapathi Nagar,10000000
1507,2,2,1065,99,2723,Apartment,Hoskote,2900000
1508,0,0,1200,111,2125,Residential land / Plot,Attibele,2550000
1509,2,2,850,79,11411,Apartment,Maruthi Sevanagar,9700000
1510,0,0,1500,139,3100,Residential land / Plot,Anagalapura,4800000
1511,5,5,2400,223,29166,Bedroom House,Indira Nagar Stage 2,70000000
1512,3,3,1757,163,7968,Apartment,Jalahalli,14000000
1513,0,0,1200,111,3200,Residential land / Plot,Sollepura,3840000
1514,2,2,1145,106,4366,Apartment,Basava Nagar,5000000
1515,2,2,1000,93,4600,Apartment,AGS Layout,4600000
1516,2,2,1200,111,10000,Apartment,Banashankari,12000000
1517,3,3,2475,230,11313,Apartment,Malleshwaram,28000000
1518,0,0,2350,218,4000,Residential land / Plot,Banaswadi Railway station.,9000000
1519,6,6,1200,111,6250,Bedroom House,T Dasarahalli,7500000
1520,3,3,1200,111,5000,Apartment,Yelahanka,6000000
1521,3,3,800,74,36250,Bedroom House,JP Nagar,29000000
1522,2,2,1065,99,2910,Apartment,Hoskote,3200000
1523,3,3,1568,146,6441,Apartment,Pantharapalya,10100000
1524,3,3,840,78,14285,Bedroom House,devinagar,12000000
1525,3,3,1414,131,5445,Apartment,Kadugodi,7700000
1526,4,4,2200,204,9545,Bedroom House,Doddakannelli,21000000
1527,0,0,17,2,374117,Residential land / Plot,Mysore Road,6360000
1528,2,2,855,79,5263,Apartment,Kalena Agrahara,4500000
1529,3,3,1374,128,5676,Apartment,Jakkur,7800000
1530,2,2,990,92,6060,Apartment,Cox Town,6000000
1531,3,3,1600,149,4718,Apartment,Geddalahalli,7550000
1532,2,2,870,81,5172,Apartment,Electronics City Phase 1,4500000
1533,2,2,1153,107,3295,Apartment,Muthanallur,3800000
1534,0,0,5000,465,1900,Residential land / Plot,Tavarekere,9500000
1535,2,2,860,80,6395,Apartment,Electronic City,5500000
1536,2,2,949,88,3161,Apartment,Chandapura,3000000
1537,2,2,1200,111,4333,Apartment,Vidyaranyapura,5200000
1538,0,0,1402,130,2800,Residential land / Plot,Mylasandra,3850000
1539,0,0,5000,465,2500,Residential land / Plot,Kannur,12500000
1540,3,3,1180,110,5254,Apartment,Kadugodi,6200000
1541,2,2,1200,111,5416,Bedroom House,Harohalli,6500000
1542,0,0,3120,290,9500,Residential land / Plot,Yelahanka New Town,29600000
1543,2,2,1260,117,7539,Apartment,Hennur,9500000
1544,3,3,1050,98,11428,Bedroom House,Hegdenagar,14000000
1545,3,3,1450,135,6344,Apartment,Kanakapura Road,9200000
1546,0,0,1600,149,2250,Residential land / Plot,Madappanahalli,3600000
1547,0,0,1200,111,3333,Residential land / Plot,Varthur,4000000
1548,3,3,1450,135,3103,Apartment,Chikkabanavar,4500000
1549,13,13,1460,136,10616,Apartment,Sannatammanahalli,15500000
1550,3,3,1160,108,6293,Apartment,Begur Road,7300000
1551,2,2,980,91,6020,Apartment,BTM 2nd Stage,5900000
1552,0,0,1200,111,7500,Residential land / Plot,"Ullal Uppanagar,mallathalli",9000000
1553,3,3,1380,128,7173,Apartment,Rustam Bagh Layout,9900000
1554,3,3,1693,157,13327,Apartment,Yeshwanthpur,15500000
1555,6,0,2400,223,8333,Residential land / Plot,Banashankari 6th Stage,20000000
1556,3,3,1570,146,6369,Apartment,JP Nagar,10000000
1557,0,0,1200,111,3750,Residential land / Plot,Makali,4500000
1558,3,3,6458,600,5774,Apartment,Bannerghatta Road,12000000
1559,3,3,1740,162,9482,Apartment,Binny Pete,18500000
1560,7,7,1500,139,12000,Bedroom House,Ejipura,18000000
1561,3,3,1357,126,4937,Apartment,Uttarahalli,6700000
1562,3,3,1370,127,5474,Apartment,Hoodi,7500000
1563,0,0,3000,279,1800,Residential land / Plot,Devanahalli,5400000
1564,3,3,1550,144,4387,Apartment,KR Puram,6800000
1565,2,2,1020,95,6176,Apartment,Padmanabhanagar,6300000
1566,2,2,1145,106,5240,Apartment,BEML Layout,6000000
1567,2,2,1200,111,8333,Bedroom House,Kommasandra,10000000
1568,3,3,1936,180,9555,Apartment,Hennur Road,18500000
1569,0,0,2400,223,3000,Residential land / Plot,Nelamangala New Town,7200000
1570,0,0,1350,125,6740,Residential land / Plot,Hennur,9100000
1571,4,4,2186,203,34309,Bedroom House,Yelahanka,75000000
1572,0,0,1200,111,6000,Residential land / Plot,Hosakerehalli,7200000
1573,3,3,1200,111,7083,Apartment,Hennur,8500000
1574,2,2,1143,106,4811,Apartment,Sarjapur Road,5500000
1575,0,0,1200,111,3200,Residential land / Plot,Sarjapur Road,3840000
1576,3,3,1470,137,4897,Apartment,Kengeri Satellite Town Stage 1,7200000
1577,3,3,1750,163,8870,Apartment,Billekahalli,13799999
1578,2,2,1157,107,7346,Apartment,Old Madras Road,8500000
1579,2,2,883,82,4756,Apartment,Kengeri Hobli,4200000
1580,3,3,1200,111,7500,Apartment,Ashwini layout,9000000
1581,2,2,1000,93,5100,Apartment,Horamavu,5100000
1582,0,0,1200,111,6666,Residential land / Plot,Jeevanhalli,8000000
1583,3,3,600,56,20000,Bedroom House,sir m vishweshwaraia layout 6th black ullalu bangalure 560110,14000000
1584,0,0,1418,132,3173,Residential land / Plot,Sarjapur Main Road,4500000
1585,7,7,1200,111,15833,Bedroom House,Kadabagere,19000000
1586,0,0,1200,111,3000,Residential land / Plot,Jigani,3600000
1587,3,3,2160,201,2899,Bedroom House,Samethanahalli,7500000
1588,0,0,2400,223,3500,Residential land / Plot,Attibele,8400000
1589,0,0,1200,111,6500,Residential land / Plot,Hosa Road,7800000
1590,0,0,8,1,425000,Residential land / Plot,Srinagar,3400000
1591,0,0,1500,139,1666,Residential land / Plot,Arasanakunte,2500000
1592,2,2,620,58,3549,Apartment,Byagadadhenahalli,2200000
1593,2,2,1070,99,5608,Apartment,Electronics City Phase 1,7000000
1594,3,3,1440,134,4861,Apartment,Chikkalasandra,7000000
1596,3,3,1639,152,5796,Apartment,Rayasandra,9500000
1597,2,2,937,87,7470,Apartment,Kathriguppe,7000000
1598,3,3,1632,152,5208,Apartment,Nagondanahalli,8500000
1599,3,3,1620,151,6500,Apartment,Banashankari,10500000
1600,3,3,1750,163,12857,Bedroom House,Kadarenahalli,22500000
1601,3,3,1350,125,5185,Apartment,Gubbalala,7000000
1602,0,0,1500,139,2000,Residential land / Plot,Bellari Road,3000000
1603,2,2,1300,121,9615,Apartment,Frazer Town,12500000
1604,2,2,1200,111,3750,Bedroom House,Malur,4500000
1605,4,4,600,56,26666,Bedroom House,9th Phase JP Nagar,16000000
1606,2,2,1200,111,5000,Bedroom House,Hadosiddapura,6000000
1607,3,3,1170,109,8290,Apartment,Kanakapura Road,9700000
1608,0,0,1200,111,1250,Residential land / Plot,Devanahalli,1500000
1609,3,3,1870,174,8610,Apartment,Whitefield,16100000
1610,0,0,2400,223,5208,Residential land / Plot,Wind Tunnel Road,12500000
1611,0,0,1500,139,2000,Residential land / Plot,Tavarekere,3000000
1612,0,0,2400,223,2000,Residential land / Plot,Tavarekere,4800000
1613,3,3,1330,124,6165,Apartment,Uttarahalli,8200000
1614,2,2,1200,111,6416,Bedroom House,Kithaganur Village,7700000
1615,2,2,1010,94,5940,Apartment,K R Puram,6000000
1616,3,3,1024,95,10253,Apartment,Sarjapur Road,10500000
1617,0,0,1800,167,3056,Residential land / Plot,Kanaka Nagar,5500000
1618,1,1,1300,121,5230,Bedroom House,Upparhalli,6800000
1619,1,1,15000,1394,4333,Bedroom House,Laggere,65000000
1620,1,1,1350,125,20370,Bedroom House,Byatarayanapura,27500000
1621,4,4,1200,111,11666,Bedroom House,Ramamurthy Nagar,14000000
1623,3,3,1600,149,6875,Bedroom House,Devanahalli,11000000
1624,1,1,600,56,12500,Bedroom House,Ragavendra Nagar,7500000
1625,1,1,2600,242,3692,Bedroom House,Sunkadakatte,9600000
1626,0,0,1500,139,6667,Residential land / Plot,Tech City Layout,10000000
1627,2,2,1225,114,5700,Apartment,Yelahanka,6981999
1628,4,4,2300,214,7174,Apartment,Thanisandra,16500000
1629,3,3,1252,116,6390,Apartment,Mylasandra,8000000
1630,0,0,1200,111,1500,Residential land / Plot,Devanahalli,1800000
1631,3,3,1715,159,11078,Apartment,Devarabisanahalli,19000000
1632,0,0,600,56,3500,Residential land / Plot,Bannerghatta Road,2100000
1633,2,2,1200,111,3708,Apartment,CV Raman Nagar,4450000
1634,2,2,900,84,4556,Apartment,kengeri satalite town,4100000
1635,2,2,1206,112,3482,Apartment,Alfa Gardens,4200000
1636,2,2,1100,102,5727,Apartment,Basapura,6200000
1637,3,3,2200,204,5454,Apartment,Hennur Road,12000000
1638,3,3,1730,161,7803,Apartment,Banashankari Stage 6,13500000
1639,2,2,1440,134,7638,Apartment,Devanahalli,11000000
1640,0,0,2000,186,3000,Residential land / Plot,Bagalur Main Road,6000000
1641,3,3,1350,125,5555,Apartment,8th Phase JP Nagar,7500000
1642,2,2,1225,114,5714,Apartment,Yelahanka,7000000
1643,2,2,1205,112,10100,Apartment,Challaghatta,12200000
1644,2,2,1368,127,6798,Apartment,Jakkur Plantation,9300000
1645,1,1,1875,174,8000,Bedroom House,New Baiyyappanahalli,15000000
1646,2,2,984,91,5182,Apartment,Devanahalli,5100000
1647,0,0,1839,171,6253,Residential land / Plot,Devanahalli,11500000
1648,2,2,1200,111,6833,Bedroom House,Bidarahalli,8200000
1649,2,2,656,61,4573,Apartment,Attibele,3000000
1650,2,2,1015,94,3743,Apartment,Gollahalli,3800000
1651,2,2,1200,111,10000,Bedroom House,Balagaranahalli,12000000
1652,0,0,3600,334,2400,Residential land / Plot,Magadi Road,8640000
1653,2,2,1600,149,4562,Apartment,Horamavu,7300000
1654,3,3,1749,162,9033,Apartment,Nayandanahalli,15800000
1655,2,2,1235,115,5425,Apartment,LBS Nagar,6700000
1656,2,2,1033,96,4840,Bedroom House,Harlur,5000000
1657,2,2,1030,96,7766,Apartment,Bannerghatta Road,8000000
1658,4,4,1000,93,9500,Bedroom House,Hegde Nagar,9500000
1659,2,2,1100,102,5300,Apartment,Hennur Gardens,5830000
1660,0,0,1428,133,1960,Residential land / Plot,Bellahalli,2800000
1661,4,4,800,74,9375,Bedroom House,Old Guddadahalli,7500000
1662,3,3,1700,158,6176,Apartment,Kaverappa Layout,10500000
1663,2,2,980,91,5612,Apartment,Dommasandra,5500000
1664,4,4,600,56,26666,Bedroom House,Sector 2 HSR Layout,16000000
1665,6,6,1372,127,11333,Bedroom House,Chikkabanavara,15500000
1666,0,0,1500,139,2666,Residential land / Plot,Chandapura,4000000
1667,0,0,1325,123,3396,Residential land / Plot,Bommasandra,4500000
1668,2,2,600,56,8333,Bedroom House,Lottegolla Halli,5000000
1669,2,2,1260,117,6350,Apartment,Vijaya Bank Layout,8000000
1670,2,2,865,80,5317,Apartment,Electronic City,4600000
1671,1,1,825,77,4848,Apartment,Choodasandra,4000000
1672,2,2,1250,116,4960,Apartment,Battarahalli,6200000
1673,2,2,1280,119,4514,Apartment,Nyanappana Halli,7500000
1674,3,3,1666,155,6002,Apartment,Whitefield,10000000
1675,7,7,900,84,15555,Apartment,Thyagaraja Nagar,14000000
1676,4,4,1350,125,12592,Bedroom House,Mathikere,17000000
1677,6,6,3300,307,7576,Bedroom House,Nagarbhavi,25000000
1678,2,2,620,58,3225,Apartment,Anekal,2000000
1679,2,2,1250,116,5200,Apartment,Kengeri Satellite Town,6500000
1680,2,2,1200,111,20000,Bedroom House,BTM Layout,24000000
1681,2,2,950,88,9684,Bedroom House,Rampura,9200000
1682,4,4,3000,279,5500,Apartment,Ejipura,16500000
1683,4,4,2200,204,5454,Bedroom House,Kithaganur Village,12000000
1684,2,2,1300,121,4230,Apartment,Bommanahalli,5500000
1685,3,3,1600,149,13125,Apartment,Basaveshwar Nagar,21000000
1686,3,3,1622,151,5918,Apartment,Bilekahalli,9600000
1687,3,3,1420,132,6971,Apartment,Yelahanka New Town,9900000
1688,3,3,1400,130,9643,Apartment,Cox Town,13500000
1689,1,1,1100,102,18181,Apartment,Banashankari,20000000
1690,0,0,1200,111,2499,Residential land / Plot,Orange Square,2999000
1691,0,0,1500,139,2000,Residential land / Plot,chunchankuppe,3000000
1692,3,3,1392,129,5923,Bedroom House,Sarjapur,8245000
1693,1,1,2040,190,4019,Bedroom House,Thotada Guddadhalli Village,8200000
1694,1,1,2520,234,4761,Bedroom House,Laggere,12000000
1695,4,4,4800,446,2604,Bedroom House,Ashok Nagar,12500000
1696,3,3,1060,98,5802,Apartment,Electronic City,6150000
1697,0,0,6040,561,6358,Residential land / Plot,Krishna Reddy Layout-Ramamurthi Nagar,38400000
1698,2,2,1100,102,5454,Apartment,Electronic City,5999000
1699,3,3,1200,111,5833,Apartment,Munnekollal,7000000
